mass,mass units,time,time units,temperature,temperature units
8.428800499146137,mg,19.7851748612855,min,330.0,Kelvin
8.40657598971738,mg,20.000454369701565,min,330.0,Kelvin
8.405750648678518,mg,20.21573387811763,min,330.0,Kelvin
8.388914048478433,mg,20.431013386533692,min,330.0,Kelvin
8.365442784947671,mg,20.646292894949752,min,330.0,Kelvin
8.379512493995406,mg,20.861572403365816,min,330.0,Kelvin
8.352656704686051,mg,21.07685191178188,min,330.0,Kelvin
8.35087959666566,mg,21.292131420197943,min,330.0,Kelvin
8.361376485415438,mg,21.507410928614007,min,330.0,Kelvin
8.317095867293629,mg,21.72269043703007,min,330.0,Kelvin
8.318574809958903,mg,21.93796994544613,min,330.0,Kelvin
8.29618130115651,mg,22.153249453862195,min,330.0,Kelvin
8.283468386586648,mg,22.36852896227826,min,330.0,Kelvin
8.321219530576675,mg,22.583808470694322,min,330.0,Kelvin
8.278514313330435,mg,22.799087979110386,min,330.0,Kelvin
8.285797638401213,mg,23.014367487526446,min,330.0,Kelvin
8.25716731825871,mg,23.22964699594251,min,330.0,Kelvin
8.29216355783368,mg,23.444926504358573,min,330.0,Kelvin
8.247372163341979,mg,23.660206012774637,min,330.0,Kelvin
8.263966682662607,mg,23.8754855211907,min,330.0,Kelvin
8.276886106071089,mg,24.090765029606764,min,330.0,Kelvin
8.251882694977958,mg,24.306044538022824,min,330.0,Kelvin
8.224635233455805,mg,24.521324046438888,min,330.0,Kelvin
