mass,mass units,time,time units,temperature,temperature units
8.741003166055803,mg,22.70340824154833,min,327.5,Kelvin
8.710075873568236,mg,23.028185318203963,min,327.5,Kelvin
8.693814793544925,mg,23.352962394859592,min,327.5,Kelvin
8.660895569402356,mg,23.677739471515224,min,327.5,Kelvin
8.662204077971069,mg,24.002516548170856,min,327.5,Kelvin
8.671920132145727,mg,24.327293624826485,min,327.5,Kelvin
8.637584368506667,mg,24.652070701482117,min,327.5,Kelvin
8.616615585715985,mg,24.97684777813775,min,327.5,Kelvin
8.607141677587459,mg,25.301624854793378,min,327.5,Kelvin
8.60764879391505,mg,25.62640193144901,min,327.5,Kelvin
8.560237357314838,mg,25.951179008104642,min,327.5,Kelvin
8.552702364437392,mg,26.27595608476027,min,327.5,Kelvin
8.526143786201402,mg,26.600733161415903,min,327.5,Kelvin
8.5304803620928,mg,26.925510238071535,min,327.5,Kelvin
8.53244715661757,mg,27.250287314727164,min,327.5,Kelvin
8.508387760462796,mg,27.575064391382796,min,327.5,Kelvin
8.500030597888333,mg,27.899841468038428,min,327.5,Kelvin
8.471846629993545,mg,28.224618544694057,min,327.5,Kelvin
8.475981611833095,mg,28.54939562134969,min,327.5,Kelvin
8.46794126903406,mg,28.87417269800532,min,327.5,Kelvin
8.43210303344971,mg,29.19894977466095,min,327.5,Kelvin
8.441459596857413,mg,29.52372685131658,min,327.5,Kelvin
8.432379492338562,mg,29.848503927972214,min,327.5,Kelvin
8.420827910943327,mg,30.173281004627842,min,327.5,Kelvin
8.378880350903826,mg,30.498058081283475,min,327.5,Kelvin
8.36338861419363,mg,30.822835157939107,min,327.5,Kelvin
8.353525420199848,mg,31.147612234594735,min,327.5,Kelvin
8.356786987728409,mg,31.472389311250367,min,327.5,Kelvin
8.344523107074515,mg,31.797166387906,min,327.5,Kelvin
8.329381020788325,mg,32.121943464561625,min,327.5,Kelvin
8.338548364798614,mg,32.44672054121726,min,327.5,Kelvin
8.325975421281946,mg,32.771497617872896,min,327.5,Kelvin
8.307151937231255,mg,33.09627469452852,min,327.5,Kelvin
8.303867366745925,mg,33.42105177118415,min,327.5,Kelvin
8.297942264437685,mg,33.74582884783979,min,327.5,Kelvin
8.288912876678914,mg,34.07060592449541,min,327.5,Kelvin
8.288154955172734,mg,34.395383001151046,min,327.5,Kelvin
8.299047620857214,mg,34.72016007780668,min,327.5,Kelvin
8.28786325715936,mg,35.0449371544623,min,327.5,Kelvin
8.261070811998025,mg,35.36971423111794,min,327.5,Kelvin
8.270045094986484,mg,35.694491307773575,min,327.5,Kelvin
8.240810219233666,mg,36.019268384429196,min,327.5,Kelvin
8.261689208256232,mg,36.34404546108483,min,327.5,Kelvin
8.240693781397084,mg,36.66882253774047,min,327.5,Kelvin
8.265759378255888,mg,36.993599614396096,min,327.5,Kelvin
