mass,mass units,time,time units,temperature,temperature units
9.138793730094424,mg,25.09992417764832,min,325.0,Kelvin
9.101625532123258,mg,25.593002000207207,min,325.0,Kelvin
9.071212177089931,mg,26.0860798227661,min,325.0,Kelvin
9.100545100589967,mg,26.57915764532499,min,325.0,Kelvin
9.029661927149256,mg,27.072235467883882,min,325.0,Kelvin
9.029125401645075,mg,27.56531329044277,min,325.0,Kelvin
9.015370394169183,mg,28.05839111300166,min,325.0,Kelvin
8.990479917377382,mg,28.551468935560553,min,325.0,Kelvin
8.958649102874034,mg,29.04454675811944,min,325.0,Kelvin
8.949218971482399,mg,29.537624580678333,min,325.0,Kelvin
8.938515067643463,mg,30.030702403237225,min,325.0,Kelvin
8.878261686913783,mg,30.523780225796113,min,325.0,Kelvin
8.865745271552113,mg,31.016858048355004,min,325.0,Kelvin
8.850132869380344,mg,31.509935870913896,min,325.0,Kelvin
8.82350292790677,mg,32.00301369347278,min,325.0,Kelvin
8.78902882991721,mg,32.496091516031676,min,325.0,Kelvin
8.812878939111428,mg,32.98916933859057,min,325.0,Kelvin
8.758204057876092,mg,33.48224716114946,min,325.0,Kelvin
8.739003617217843,mg,33.97532498370835,min,325.0,Kelvin
8.74589728949278,mg,34.468402806267235,min,325.0,Kelvin
8.715632097170694,mg,34.96148062882612,min,325.0,Kelvin
8.702764716045547,mg,35.45455845138502,min,325.0,Kelvin
8.699085422588823,mg,35.947636273943914,min,325.0,Kelvin
8.668618949444172,mg,36.4407140965028,min,325.0,Kelvin
8.666531543253177,mg,36.93379191906169,min,325.0,Kelvin
8.607567053437627,mg,37.42686974162058,min,325.0,Kelvin
8.63128421177127,mg,37.91994756417947,min,325.0,Kelvin
8.591046080318545,mg,38.41302538673836,min,325.0,Kelvin
8.57873241926433,mg,38.90610320929726,min,325.0,Kelvin
8.541489144200378,mg,39.399181031856145,min,325.0,Kelvin
8.536244700355857,mg,39.89225885441503,min,325.0,Kelvin
8.544997911718323,mg,40.38533667697392,min,325.0,Kelvin
8.529857637933054,mg,40.87841449953281,min,325.0,Kelvin
8.533562694937638,mg,41.37149232209171,min,325.0,Kelvin
8.519915455364139,mg,41.8645701446506,min,325.0,Kelvin
8.492746035965775,mg,42.35764796720949,min,325.0,Kelvin
8.445435822448502,mg,42.850725789768376,min,325.0,Kelvin
8.481601018367034,mg,43.343803612327264,min,325.0,Kelvin
8.462640252850425,mg,43.83688143488615,min,325.0,Kelvin
8.426093531040099,mg,44.329959257445054,min,325.0,Kelvin
8.429597186820718,mg,44.82303708000394,min,325.0,Kelvin
8.42800279116731,mg,45.31611490256283,min,325.0,Kelvin
8.37616990510689,mg,45.80919272512172,min,325.0,Kelvin
8.414662133173419,mg,46.30227054768061,min,325.0,Kelvin
8.374652785070113,mg,46.79534837023951,min,325.0,Kelvin
8.374098985101732,mg,47.2884261927984,min,325.0,Kelvin
8.369231552897972,mg,47.781504015357285,min,325.0,Kelvin
8.368298018327964,mg,48.27458183791617,min,325.0,Kelvin
8.361288503463424,mg,48.76765966047506,min,325.0,Kelvin
8.339737737573598,mg,49.26073748303395,min,325.0,Kelvin
8.312875743062554,mg,49.75381530559285,min,325.0,Kelvin
8.320372155251825,mg,50.24689312815174,min,325.0,Kelvin
8.29612214853847,mg,50.73997095071063,min,325.0,Kelvin
8.283370689893095,mg,51.233048773269516,min,325.0,Kelvin
8.31446585832669,mg,51.726126595828404,min,325.0,Kelvin
8.269574865181012,mg,52.21920441838729,min,325.0,Kelvin
8.279203428529536,mg,52.712282240946195,min,325.0,Kelvin
8.28166198349596,mg,53.20536006350508,min,325.0,Kelvin
8.270679758550967,mg,53.69843788606397,min,325.0,Kelvin
8.244607965790848,mg,54.19151570862286,min,325.0,Kelvin
8.265999211980688,mg,54.68459353118175,min,325.0,Kelvin
8.276799967219892,mg,55.177671353740635,min,325.0,Kelvin
8.225012994552198,mg,55.67074917629954,min,325.0,Kelvin
8.265607554594482,mg,56.163826998858426,min,325.0,Kelvin
